"DRS_id","DRS","Município","Janeiro Notificados","Janeiro Confirmados","Fevereiro Notificados","Fevereiro Confirmados","Março Notificados","Março Confirmados","Abril Notificados","Abril Confirmados","Maio Notificados","Maio Confirmados","Junho Notificados","Junho Confirmados","Julho Notificados","Julho Confirmados","Agosto Notificados","Agosto Confirmados","Setembro Notificados","Setembro Confirmados","Outubro Notificados","Outubro Confirmados","Novembro Notificados","Novembro Confirmados","Dezembro Notificados","Dezembro Confirmados","Total Notificados","Total Confirmados"
"13","Riberão Preto","354790 Santo Antônio da Alegria","2.00","0.00","5.00","0.00","35.00","1.00","31.00","14.00","54.00","19.00","3.00","0.00","2.00","1.00","0.00","0.00","1.00","0.00","2.00","0.00","1.00","0.00","3.00","1.00","139.00","36.00"
"7","Campinas","354800 Santo Antônio de Posse","13.00","2.00","18.00","2.00","47.00","3.00","67.00","5.00","43.00","2.00","15.00","2.00","11.00","5.00","15.00","0.00","11.00","2.00","21.00","1.00","22.00","0.00","14.00","1.00","297.00","25.00"
"2","Araçatuba","354805 Santo Antônio do Aracanguá","7.00","1.00","5.00","0.00","25.00","0.00","16.00","7.00","15.00","1.00","1.00","0.00","5.00","1.00","7.00","0.00","7.00","0.00","12.00","3.00","9.00","1.00","4.00","0.00","113.00","14.00"
"14","São João da Boa Vista","354810 Santo Antônio do Jardim","0.00","0.00","0.00","0.00","5.00","1.00","4.00","0.00","1.00","1.00","3.00","0.00","1.00","0.00","2.00","1.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","18.00","3.00"
"17","Taubaté","354820 Santo Antônio do Pinhal","0.00","0.00","0.00","0.00","1.00","0.00","4.00","1.00","0.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","2.00","0.00","2.00","1.00","2.00","0.00","14.00","2.00"
"11","Presidente Prudente","354830 Santo Expedito","22.00","12.00","36.00","18.00","65.00","26.00","37.00","29.00","31.00","13.00","6.00","3.00","1.00","0.00","1.00","0.00","1.00","0.00","2.00","0.00","5.00","0.00","3.00","1.00","210.00","102.00"
"2","Araçatuba","354840 Santópolis do Aguapeí","1.00","0.00","5.00","4.00","160.00","40.00","206.00","91.00","51.00","24.00","13.00","2.00","2.00","2.00","0.00","0.00","2.00","0.00","2.00","0.00","0.00","0.00","1.00","1.00","443.00","164.00"
"4","Baixada Santista","354850 Santos","260.00","10.00","293.00","19.00","506.00","30.00","372.00","31.00","354.00","53.00","213.00","35.00","111.00","21.00","154.00","71.00","208.00","107.00","212.00","111.00","169.00","92.00","131.00","19.00","2,983.00","599.00"
"17","Taubaté","354860 São Bento do Sapucaí","0.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","9.00","0.00"
"1","São Paulo","354870 São Bernardo do Campo","91.00","0.00","99.00","2.00","193.00","11.00","247.00","12.00","202.00","4.00","96.00","0.00","79.00","1.00","67.00","0.00","77.00","1.00","69.00","1.00","78.00","1.00","93.00","4.00","1,391.00","37.00"
"1","São Paulo","354880 São Caetano do Sul","28.00","1.00","19.00","0.00","38.00","9.00","59.00","10.00","41.00","4.00","15.00","2.00","11.00","0.00","14.00","0.00","16.00","0.00","7.00","0.00","10.00","0.00","9.00","1.00","267.00","27.00"
"3","Araraquara","354890 São Carlos","142.00","25.00","199.00","41.00","442.00","112.00","686.00","168.00","630.00","140.00","290.00","35.00","167.00","13.00","158.00","21.00","211.00","21.00","304.00","24.00","269.00","16.00","188.00","8.00","3,686.00","624.00"
"15","São José do Rio Preto","354900 São Francisco","8.00","1.00","11.00","0.00","14.00","0.00","16.00","1.00","10.00","1.00","2.00","0.00","2.00","0.00","0.00","0.00","6.00","1.00","2.00","0.00","0.00","0.00","2.00","1.00","73.00","5.00"
"14","São João da Boa Vista","354910 São João da Boa Vista","64.00","5.00","40.00","11.00","77.00","20.00","170.00","72.00","211.00","64.00","76.00","13.00","48.00","11.00","32.00","4.00","39.00","1.00","65.00","6.00","42.00","3.00","31.00","2.00","895.00","212.00"
"15","São José do Rio Preto","354920 São João das Duas Pontes","0.00","0.00","5.00","0.00","22.00","3.00","7.00","4.00","6.00","2.00","1.00","1.00","2.00","0.00","3.00","0.00","3.00","0.00","4.00","0.00","2.00","0.00","0.00","0.00","55.00","10.00"
"15","São José do Rio Preto","354925 São João de Iracema","2.00","0.00","5.00","0.00","11.00","0.00","20.00","1.00","2.00","0.00","1.00","0.00","2.00","0.00","1.00","0.00","1.00","0.00","1.00","0.00","1.00","0.00","2.00","0.00","49.00","1.00"
"11","Presidente Prudente","354930 São João do Pau d'Alho","51.00","33.00","94.00","54.00","189.00","126.00","230.00","177.00","86.00","66.00","20.00","11.00","1.00","1.00","2.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","673.00","469.00"
"8","Franca","354940 São Joaquim da Barra","85.00","15.00","247.00","55.00","616.00","174.00","678.00","145.00","257.00","55.00","54.00","10.00","5.00","0.00","2.00","0.00","22.00","3.00","73.00","4.00","59.00","5.00","72.00","9.00","2,170.00","475.00"
"8","Franca","354950 São José da Bela Vista","1.00","0.00","4.00","0.00","2.00","0.00","5.00","3.00","3.00","1.00","1.00","1.00","0.00","0.00","4.00","2.00","1.00","0.00","3.00","2.00","100.00","65.00","58.00","30.00","182.00","104.00"
"17","Taubaté","354960 São José do Barreiro","0.00","0.00","1.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","2.00","0.00","9.00","0.00"
"14","São João da Boa Vista","354970 São José do Rio Pardo","7.00","3.00","7.00","5.00","25.00","16.00","25.00","14.00","36.00","27.00","18.00","14.00","5.00","2.00","8.00","2.00","15.00","3.00","8.00","4.00","4.00","0.00","3.00","2.00","161.00","92.00"
"15","São José do Rio Preto","354980 São José do Rio Preto","1,398.00","760.00","1,588.00","880.00","3,167.00","1,849.00","3,031.00","1,964.00","2,004.00","1,307.00","913.00","569.00","668.00","354.00","697.00","379.00","691.00","382.00","743.00","431.00","743.00","444.00","747.00","377.00","16,390.00","9,696.00"
"17","Taubaté","354990 São José dos Campos","574.00","20.00","818.00","78.00","1,910.00","239.00","1,818.00","198.00","1,866.00","170.00","957.00","43.00","603.00","16.00","579.00","12.00","810.00","15.00","902.00","16.00","732.00","20.00","830.00","59.00","12,399.00","886.00"
"1","São Paulo","354995 São Lourenço da Serra","1.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","3.00","0.00"
"17","Taubaté","355000 São Luís do Paraitinga","0.00","0.00","2.00","0.00","6.00","0.00","4.00","1.00","9.00","2.00","1.00","0.00","2.00","0.00","2.00","0.00","2.00","0.00","2.00","0.00","3.00","0.00","2.00","0.00","35.00","3.00"
"6","Bauru","355010 São Manuel","3.00","0.00","20.00","3.00","76.00","11.00","166.00","56.00","118.00","25.00","31.00","4.00","9.00","2.00","19.00","1.00","10.00","1.00","20.00","0.00","19.00","6.00","30.00","12.00","521.00","121.00"
"16","Sorocaba","355020 São Miguel Arcanjo","7.00","1.00","2.00","0.00","10.00","1.00","10.00","1.00","6.00","1.00","3.00","1.00","3.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","45.00","5.00"
"1","São Paulo","355030 São Paulo","3,712.00","489.00","5,209.00","749.00","9,961.00","2,235.00","11,402.00","3,825.00","11,191.00","2,986.00","4,757.00","904.00","2,678.00","353.00","2,560.00","304.00","2,748.00","313.00","3,140.00","348.00","3,158.00","403.00","3,786.00","734.00","64,302.00","13,643.00"
"10","Piracicaba","355040 São Pedro","36.00","2.00","26.00","0.00","66.00","4.00","43.00","7.00","28.00","3.00","17.00","1.00","3.00","0.00","3.00","0.00","6.00","0.00","10.00","0.00","16.00","1.00","9.00","2.00","263.00","20.00"
"9","Marília","355050 São Pedro do Turvo","9.00","1.00","55.00","25.00","268.00","170.00","407.00","330.00","329.00","268.00","78.00","58.00","4.00","1.00","4.00","1.00","5.00","1.00","11.00","1.00","23.00","0.00","6.00","0.00","1,199.00","856.00"
"16","Sorocaba","355060 São Roque","5.00","0.00","9.00","2.00","49.00","12.00","91.00","18.00","102.00","27.00","44.00","2.00","10.00","0.00","4.00","0.00","9.00","0.00","10.00","0.00","8.00","0.00","11.00","0.00","352.00","61.00"
"17","Taubaté","355070 São Sebastião","248.00","25.00","232.00","14.00","407.00","90.00","580.00","226.00","695.00","272.00","348.00","85.00","225.00","43.00","175.00","12.00","215.00","12.00","247.00","7.00","253.00","9.00","191.00","18.00","3,816.00","813.00"
"14","São João da Boa Vista","355080 São Sebastião da Grama","0.00","0.00","2.00","0.00","7.00","1.00","7.00","1.00","27.00","2.00","5.00","0.00","3.00","1.00","0.00","0.00","2.00","0.00","3.00","0.00","1.00","0.00","6.00","0.00","63.00","5.00"
"13","Riberão Preto","355090 São Simão","5.00","1.00","43.00","4.00","49.00","6.00","66.00","11.00","50.00","13.00","10.00","1.00","9.00","0.00","3.00","0.00","4.00","0.00","8.00","0.00","11.00","0.00","9.00","0.00","267.00","36.00"
"4","Baixada Santista","355100 São Vicente","100.00","13.00","96.00","19.00","169.00","29.00","112.00","28.00","107.00","26.00","59.00","16.00","40.00","12.00","44.00","14.00","71.00","12.00","79.00","30.00","74.00","25.00","51.00","15.00","1,002.00","239.00"
"16","Sorocaba","355110 Sarapuí","1.00","0.00","3.00","0.00","10.00","0.00","15.00","0.00","18.00","0.00","8.00","0.00","0.00","0.00","1.00","0.00","4.00","0.00","3.00","0.00","1.00","0.00","1.00","0.00","65.00","0.00"
"6","Bauru","355120 Sarutaiá","1.00","1.00","0.00","0.00","5.00","5.00","3.00","3.00","13.00","11.00","7.00","7.00","2.00","1.00","0.00","0.00","4.00","4.00","4.00","3.00","0.00","0.00","0.00","0.00","39.00","35.00"
"15","São José do Rio Preto","355130 Sebastianópolis do Sul","8.00","0.00","5.00","2.00","18.00","2.00","11.00","3.00","10.00","1.00","0.00","0.00","1.00","0.00","4.00","1.00","1.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","61.00","9.00"
"13","Riberão Preto","355140 Serra Azul","12.00","2.00","72.00","24.00","159.00","46.00","158.00","53.00","168.00","29.00","68.00","7.00","19.00","1.00","21.00","1.00","19.00","0.00","23.00","1.00","21.00","0.00","16.00","1.00","756.00","165.00"
"13","Riberão Preto","355150 Serrana","24.00","3.00","269.00","26.00","593.00","103.00","459.00","93.00","138.00","46.00","21.00","7.00","4.00","1.00","9.00","0.00","10.00","0.00","13.00","1.00","6.00","0.00","7.00","4.00","1,553.00","284.00"
"7","Campinas","355160 Serra Negra","3.00","0.00","9.00","0.00","11.00","1.00","17.00","1.00","20.00","1.00","7.00","1.00","4.00","0.00","1.00","0.00","2.00","0.00","3.00","0.00","2.00","0.00","2.00","1.00","81.00","5.00"
"13","Riberão Preto","355170 Sertãozinho","100.00","4.00","146.00","4.00","226.00","19.00","293.00","21.00","233.00","20.00","111.00","6.00","71.00","0.00","82.00","1.00","78.00","1.00","97.00","1.00","81.00","1.00","69.00","1.00","1,587.00","79.00"
"12","Registro","355180 Sete Barras","2.00","0.00","1.00","0.00","5.00","1.00","49.00","8.00","39.00","4.00","19.00","8.00","2.00","0.00","6.00","0.00","8.00","2.00","9.00","2.00","19.00","4.00","41.00","15.00","200.00","44.00"
"5","Barretos","355190 Severínia","42.00","3.00","14.00","2.00","41.00","12.00","96.00","26.00","105.00","38.00","32.00","15.00","7.00","0.00","7.00","0.00","3.00","1.00","3.00","1.00","1.00","0.00","7.00","0.00","358.00","98.00"
"17","Taubaté","355200 Silveiras","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","1.00"
"7","Campinas","355210 Socorro","3.00","0.00","9.00","0.00","13.00","0.00","21.00","1.00","18.00","1.00","16.00","4.00","6.00","0.00","7.00","0.00","11.00","1.00","10.00","0.00","6.00","0.00","5.00","0.00","125.00","7.00"
"16","Sorocaba","355220 Sorocaba","615.00","18.00","1,158.00","100.00","4,265.00","693.00","6,665.00","1,996.00","5,548.00","1,303.00","1,992.00","310.00","886.00","69.00","698.00","17.00","992.00","8.00","1,246.00","5.00","930.00","14.00","844.00","45.00","25,839.00","4,578.00"
"2","Araçatuba","355230 Sud Mennucci","32.00","1.00","17.00","0.00","40.00","2.00","61.00","1.00","39.00","2.00","7.00","0.00","6.00","0.00","5.00","0.00","3.00","0.00","5.00","0.00","12.00","1.00","5.00","0.00","232.00","7.00"
"7","Campinas","355240 Sumaré","159.00","6.00","228.00","25.00","639.00","166.00","735.00","284.00","465.00","163.00","192.00","41.00","100.00","9.00","60.00","5.00","94.00","5.00","133.00","4.00","93.00","9.00","57.00","7.00","2,955.00","724.00"
"1","São Paulo","355250 Suzano","41.00","5.00","55.00","6.00","130.00","48.00","207.00","142.00","210.00","132.00","96.00","54.00","45.00","22.00","32.00","12.00","56.00","23.00","53.00","16.00","50.00","19.00","52.00","17.00","1,027.00","496.00"
"2","Araçatuba","355255 Suzanápolis","11.00","0.00","14.00","1.00","25.00","3.00","20.00","0.00","21.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","2.00","0.00","0.00","0.00","1.00","0.00","95.00","5.00"
"15","São José do Rio Preto","355260 Tabapuã","5.00","1.00","15.00","0.00","31.00","2.00","38.00","29.00","30.00","19.00","15.00","6.00","5.00","3.00","9.00","0.00","6.00","0.00","5.00","0.00","7.00","1.00","6.00","4.00","172.00","65.00"
"3","Araraquara","355270 Tabatinga","264.00","193.00","701.00","568.00","495.00","442.00","390.00","360.00","61.00","58.00","14.00","11.00","3.00","1.00","10.00","6.00","0.00","0.00","2.00","1.00","9.00","3.00","24.00","1.00","1,973.00","1,644.00"
"1","São Paulo","355280 Taboão da Serra","32.00","1.00","26.00","0.00","56.00","11.00","56.00","12.00","49.00","4.00","32.00","4.00","14.00","4.00","14.00","2.00","19.00","1.00","28.00","1.00","31.00","3.00","28.00","0.00","385.00","43.00"
"11","Presidente Prudente","355290 Taciba","31.00","4.00","39.00","13.00","86.00","74.00","146.00","124.00","118.00","56.00","28.00","12.00","9.00","1.00","6.00","0.00","8.00","0.00","2.00","0.00","2.00","0.00","0.00","0.00","475.00","284.00"
"6","Bauru","355300 Taguaí","0.00","0.00","1.00","0.00","5.00","0.00","28.00","3.00","36.00","5.00","9.00","1.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","3.00","0.00","0.00","0.00","84.00","9.00"
"5","Barretos","355310 Taiaçu","2.00","0.00","2.00","0.00","13.00","3.00","21.00","5.00","25.00","9.00","5.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","3.00","0.00","74.00","18.00"
"5","Barretos","355320 Taiúva","4.00","1.00","9.00","4.00","29.00","11.00","15.00","10.00","20.00","5.00","1.00","0.00","1.00","1.00","1.00","0.00","1.00","1.00","2.00","2.00","0.00","0.00","2.00","0.00","85.00","35.00"
"14","São João da Boa Vista","355330 Tambaú","7.00","2.00","5.00","1.00","70.00","22.00","97.00","55.00","97.00","39.00","26.00","7.00","8.00","3.00","7.00","2.00","11.00","0.00","6.00","0.00","2.00","0.00","6.00","1.00","342.00","132.00"
"15","São José do Rio Preto","355340 Tanabi","46.00","3.00","56.00","4.00","137.00","19.00","86.00","14.00","37.00","9.00","16.00","3.00","12.00","2.00","14.00","2.00","23.00","3.00","49.00","7.00","52.00","4.00","33.00","10.00","561.00","80.00"
"16","Sorocaba","355350 Tapiraí","0.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","1.00","0.00","9.00","0.00"
"14","São João da Boa Vista","355360 Tapiratiba","0.00","0.00","0.00","0.00","2.00","1.00","0.00","0.00","1.00","1.00","2.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00","0.00","7.00","3.00"
"5","Barretos","355365 Taquaral","1.00","0.00","5.00","0.00","8.00","1.00","2.00","0.00","0.00","0.00","2.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","0.00","21.00","2.00"
"3","Araraquara","355370 Taquaritinga","1,448.00","1,037.00","3,242.00","2,461.00","2,645.00","2,106.00","973.00","818.00","483.00","132.00","168.00","29.00","41.00","5.00","6.00","1.00","6.00","0.00","7.00","1.00","10.00","3.00","6.00","2.00","9,035.00","6,595.00"
"6","Bauru","355380 Taquarituba","1.00","0.00","1.00","0.00","9.00","0.00","38.00","6.00","33.00","7.00","5.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","2.00","0.00","1.00","0.00","92.00","14.00"
"16","Sorocaba","355385 Taquarivaí","0.00","0.00","1.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","8.00","0.00"
"11","Presidente Prudente","355390 Tarabaí","204.00","143.00","422.00","335.00","517.00","426.00","274.00","213.00","101.00","75.00","9.00","5.00","4.00","0.00","1.00","0.00","3.00","0.00","5.00","1.00","4.00","1.00","7.00","0.00","1,551.00","1,199.00"
"9","Marília","355395 Tarumã","23.00","1.00","30.00","5.00","56.00","27.00","268.00","102.00","223.00","3.00","47.00","0.00","5.00","0.00","11.00","1.00","3.00","0.00","4.00","0.00","12.00","0.00","8.00","0.00","690.00","139.00"
"16","Sorocaba","355400 Tatuí","157.00","2.00","275.00","2.00","714.00","2.00","350.00","3.00","296.00","4.00","113.00","2.00","62.00","1.00","65.00","3.00","83.00","1.00","129.00","2.00","112.00","2.00","96.00","1.00","2,452.00","25.00"
"17","Taubaté","355410 Taubaté","325.00","22.00","522.00","54.00","1,167.00","231.00","1,617.00","461.00","1,911.00","408.00","733.00","129.00","364.00","39.00","349.00","22.00","548.00","26.00","574.00","17.00","494.00","50.00","595.00","123.00","9,199.00","1,582.00"
"6","Bauru","355420 Tejupá","0.00","0.00","0.00","0.00","0.00","0.00","3.00","2.00","4.00","1.00","0.00","0.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.00","4.00"
"11","Presidente Prudente","355430 Teodoro Sampaio","138.00","11.00","164.00","31.00","356.00","74.00","405.00","135.00","321.00","87.00","78.00","18.00","49.00","7.00","43.00","1.00","46.00","4.00","88.00","0.00","87.00","0.00","65.00","1.00","1,840.00","369.00"
"5","Barretos","355440 Terra Roxa","8.00","6.00","25.00","18.00","32.00","10.00","19.00","11.00","10.00","5.00","7.00","6.00","3.00","2.00","0.00","0.00","3.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","110.00","58.00"
"16","Sorocaba","355450 Tietê","30.00","2.00","104.00","19.00","347.00","111.00","486.00","211.00","405.00","110.00","55.00","22.00","24.00","6.00","16.00","1.00","25.00","1.00","26.00","2.00","24.00","0.00","16.00","0.00","1,558.00","485.00"
"9","Marília","355460 Timburi","1.00","1.00","0.00","0.00","4.00","0.00","2.00","1.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.00","3.00"
"6","Bauru","355465 Torre de Pedra","0.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","0.00"
"6","Bauru","355470 Torrinha","0.00","0.00","2.00","0.00","21.00","14.00","63.00","60.00","79.00","77.00","12.00","12.00","0.00","0.00","1.00","1.00","3.00","0.00","3.00","2.00","1.00","1.00","0.00","0.00","185.00","167.00"
"3","Araraquara","355475 Trabiju","12.00","2.00","11.00","2.00","41.00","16.00","94.00","39.00","62.00","15.00","3.00","1.00","0.00","0.00","1.00","1.00","2.00","1.00","2.00","0.00","1.00","0.00","6.00","1.00","235.00","78.00"
"17","Taubaté","355480 Tremembé","37.00","15.00","113.00","59.00","228.00","104.00","245.00","84.00","238.00","69.00","134.00","27.00","66.00","10.00","55.00","3.00","62.00","0.00","79.00","7.00","94.00","21.00","188.00","95.00","1,539.00","494.00"
"15","São José do Rio Preto","355490 Três Fronteiras","1.00","0.00","5.00","0.00","6.00","0.00","1.00","0.00","0.00","0.00","4.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","3.00","0.00","2.00","1.00","2.00","0.00","25.00","1.00"
"7","Campinas","355495 Tuiuti","0.00","0.00","1.00","0.00","7.00","0.00","6.00","1.00","1.00","0.00","0.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","1.00","1.00","1.00","0.00","0.00","0.00","20.00","2.00"
"9","Marília","355500 Tupã","208.00","85.00","447.00","276.00","1,808.00","1,130.00","2,114.00","1,476.00","1,477.00","926.00","320.00","179.00","100.00","38.00","71.00","25.00","70.00","23.00","71.00","17.00","66.00","20.00","52.00","20.00","6,804.00","4,215.00"
"11","Presidente Prudente","355510 Tupi Paulista","297.00","248.00","393.00","346.00","429.00","336.00","212.00","146.00","90.00","64.00","17.00","12.00","7.00","4.00","8.00","5.00","13.00","10.00","9.00","4.00","4.00","1.00","1.00","0.00","1,480.00","1,176.00"
"2","Araçatuba","355520 Turiúba","1.00","1.00","3.00","1.00","1.00","1.00","2.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.00","6.00"
"15","São José do Rio Preto","355530 Turmalina","0.00","0.00","0.00","0.00","5.00","2.00","1.00","0.00","9.00","3.00","4.00","0.00","2.00","0.00","7.00","0.00","0.00","0.00","0.00","0.00","4.00","2.00","2.00","0.00","34.00","7.00"
"15","São José do Rio Preto","355535 Ubarana","9.00","2.00","15.00","0.00","54.00","2.00","18.00","0.00","4.00","0.00","1.00","0.00","1.00","0.00","9.00","0.00","13.00","1.00","6.00","1.00","2.00","0.00","1.00","0.00","133.00","6.00"
"17","Taubaté","355540 Ubatuba","142.00","2.00","276.00","11.00","557.00","71.00","601.00","130.00","449.00","139.00","331.00","112.00","219.00","64.00","202.00","36.00","218.00","18.00","291.00","24.00","302.00","47.00","499.00","165.00","4,087.00","819.00"
"9","Marília","355550 Ubirajara","0.00","0.00","6.00","0.00","13.00","6.00","9.00","8.00","17.00","13.00","2.00","2.00","2.00","1.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00","1.00","0.00","0.00","51.00","31.00"
"15","São José do Rio Preto","355560 Uchoa","30.00","5.00","31.00","4.00","69.00","10.00","50.00","13.00","33.00","15.00","14.00","1.00","9.00","2.00","13.00","0.00","17.00","3.00","14.00","5.00","11.00","0.00","14.00","2.00","305.00","60.00"
"15","São José do Rio Preto","355570 União Paulista","0.00","0.00","14.00","0.00","2.00","1.00","10.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","1.00","0.00","4.00","0.00","1.00","1.00","3.00","0.00","1.00","0.00","38.00","2.00"
"15","São José do Rio Preto","355580 Urânia","14.00","0.00","9.00","2.00","27.00","6.00","38.00","0.00","14.00","2.00","4.00","2.00","5.00","1.00","6.00","0.00","12.00","1.00","4.00","1.00","4.00","1.00","6.00","1.00","143.00","17.00"
"6","Bauru","355590 Uru","1.00","1.00","0.00","0.00","13.00","11.00","33.00","29.00","12.00","12.00","0.00","0.00","0.00","0.00","3.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","63.00","53.00"
"15","São José do Rio Preto","355600 Urupês","5.00","1.00","6.00","1.00","20.00","7.00","18.00","5.00","14.00","3.00","7.00","4.00","2.00","0.00","2.00","1.00","2.00","0.00","6.00","1.00","8.00","1.00","8.00","1.00","98.00","25.00"
"15","São José do Rio Preto","355610 Valentim Gentil","11.00","0.00","20.00","1.00","31.00","2.00","28.00","1.00","11.00","0.00","4.00","0.00","3.00","1.00","9.00","0.00","10.00","0.00","8.00","0.00","11.00","0.00","19.00","2.00","165.00","7.00"
"7","Campinas","355620 Valinhos","99.00","3.00","186.00","11.00","625.00","213.00","683.00","155.00","600.00","47.00","223.00","9.00","146.00","4.00","163.00","0.00","132.00","0.00","169.00","1.00","173.00","1.00","179.00","24.00","3,378.00","468.00"
"2","Araçatuba","355630 Valparaíso","43.00","3.00","35.00","0.00","126.00","20.00","184.00","24.00","108.00","16.00","45.00","10.00","16.00","2.00","13.00","2.00","6.00","2.00","11.00","2.00","10.00","1.00","8.00","0.00","605.00","82.00"
"7","Campinas","355635 Vargem","0.00","0.00","0.00","0.00","2.00","1.00","5.00","0.00","4.00","1.00","1.00","0.00","2.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.00","2.00"
"14","São João da Boa Vista","355640 Vargem Grande do Sul","2.00","0.00","6.00","0.00","42.00","14.00","171.00","68.00","214.00","99.00","100.00","42.00","13.00","0.00","20.00","5.00","17.00","4.00","4.00","0.00","8.00","0.00","8.00","6.00","605.00","238.00"
"1","São Paulo","355645 Vargem Grande Paulista","3.00","0.00","14.00","1.00","13.00","2.00","12.00","2.00","8.00","0.00","0.00","0.00","2.00","0.00","4.00","0.00","2.00","0.00","7.00","0.00","2.00","0.00","6.00","0.00","73.00","5.00"
"7","Campinas","355650 Várzea Paulista","49.00","11.00","82.00","21.00","174.00","71.00","279.00","124.00","226.00","76.00","91.00","27.00","40.00","4.00","36.00","7.00","31.00","8.00","45.00","6.00","48.00","12.00","46.00","19.00","1,147.00","386.00"
"9","Marília","355660 Vera Cruz","7.00","0.00","7.00","1.00","42.00","6.00","63.00","14.00","66.00","10.00","16.00","5.00","6.00","2.00","6.00","0.00","10.00","0.00","4.00","1.00","8.00","3.00","9.00","1.00","244.00","43.00"
"7","Campinas","355670 Vinhedo","58.00","1.00","103.00","3.00","207.00","28.00","262.00","40.00","234.00","31.00","107.00","8.00","66.00","0.00","81.00","3.00","82.00","0.00","97.00","2.00","70.00","1.00","61.00","2.00","1,428.00","119.00"
"5","Barretos","355680 Viradouro","164.00","108.00","634.00","432.00","788.00","712.00","235.00","217.00","94.00","89.00","36.00","22.00","26.00","7.00","15.00","3.00","0.00","0.00","3.00","1.00","5.00","2.00","18.00","1.00","2,018.00","1,594.00"
"5","Barretos","355690 Vista Alegre do Alto","6.00","1.00","33.00","14.00","105.00","60.00","238.00","169.00","150.00","126.00","5.00","4.00","0.00","0.00","1.00","0.00","0.00","0.00","5.00","1.00","3.00","0.00","0.00","0.00","546.00","375.00"
"15","São José do Rio Preto","355695 Vitória Brasil","0.00","0.00","1.00","0.00","2.00","0.00","11.00","1.00","5.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","22.00","1.00"
"16","Sorocaba","355700 Votorantim","231.00","89.00","767.00","260.00","2,202.00","921.00","2,409.00","1,080.00","1,551.00","570.00","432.00","93.00","160.00","13.00","133.00","2.00","155.00","5.00","209.00","6.00","195.00","26.00","224.00","66.00","8,668.00","3,131.00"
"15","São José do Rio Preto","355710 Votuporanga","383.00","59.00","512.00","149.00","865.00","225.00","587.00","171.00","443.00","99.00","221.00","49.00","141.00","22.00","165.00","20.00","174.00","21.00","258.00","60.00","329.00","91.00","363.00","140.00","4,441.00","1,106.00"
