DRS_id,DRS,Município,Janeiro Notificados,Janeiro Confirmados,Fevereiro Notificados,Fevereiro Confirmados,Março Notificados,Março Confirmados,Total Notificados,Total Confirmados,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,Coluna 13,Coluna 14,Coluna 15,Coluna 16,Coluna 17,Coluna 18,Coluna 19
2.00,ARAÇATUBA,351820 Guararapes,121.00,45.00,397.00,161.00,638.00,386.00,"1,156.00",592.00,,,,,,,,,,,,,,,,,,,
1.00,GRANDE SÃO PAULO,351830 Guararema,304.00,66.00,747.00,133.00,"1,112.00",126.00,"2,163.00",325.00,,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,351840 Guaratinguetá,841.00,464.00,"2,749.00","1,227.00","1,676.00","1,089.00","5,266.00","2,780.00",,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,351850 Guareí,8.00,6.00,41.00,19.00,110.00,78.00,159.00,103.00,,,,,,,,,,,,,,,,,,,
13.00,RIBEIRÃO PRETO,351860 Guariba,35.00,8.00,143.00,52.00,193.00,121.00,371.00,181.00,,,,,,,,,,,,,,,,,,,
4.00,BAIXADA SANTISTA,351870 Guarujá,341.00,187.00,"2,525.00","1,500.00","1,815.00","1,159.00","4,681.00","2,846.00",,,,,,,,,,,,,,,,,,,
1.00,GRANDE SÃO PAULO,351880 Guarulhos,"2,488.00","1,766.00","9,768.00","7,898.00","21,196.00","16,356.00","33,452.00","26,020.00",,,,,,,,,,,,,,,,,,,
13.00,RIBEIRÃO PRETO,351885 Guatapará,6.00,1.00,49.00,6.00,53.00,9.00,108.00,16.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,351890 Guzolândia,4.00,0.00,3.00,0.00,3.00,1.00,10.00,1.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,351900 Herculândia,18.00,6.00,71.00,16.00,35.00,20.00,124.00,42.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,351905 Holambra,69.00,17.00,209.00,77.00,379.00,278.00,657.00,372.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,351907 Hortolândia,345.00,91.00,"1,277.00",325.00,"1,731.00",286.00,"3,353.00",702.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,351910 Iacanga,16.00,8.00,57.00,33.00,101.00,66.00,174.00,107.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,351920 Iacri,13.00,9.00,78.00,36.00,28.00,15.00,119.00,60.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,351925 Iaras,1.00,1.00,26.00,6.00,20.00,4.00,47.00,11.00,,,,,,,,,,,,,,,,,,,
3.00,ARARAQUARA,351930 Ibaté,26.00,3.00,124.00,29.00,164.00,52.00,314.00,84.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,351940 Ibirá,17.00,3.00,51.00,11.00,44.00,4.00,112.00,18.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,351950 Ibirarema,10.00,0.00,56.00,13.00,138.00,67.00,204.00,80.00,,,,,,,,,,,,,,,,,,,
3.00,ARARAQUARA,351960 Ibitinga,46.00,4.00,196.00,27.00,291.00,66.00,533.00,97.00,,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,351970 Ibiúna,23.00,0.00,167.00,21.00,551.00,50.00,741.00,71.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,351980 Icém,46.00,19.00,14.00,3.00,11.00,1.00,71.00,23.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,351990 Iepê,13.00,3.00,84.00,1.00,17.00,0.00,114.00,4.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,352000 Igaraçu do Tietê,30.00,2.00,114.00,27.00,294.00,111.00,438.00,140.00,,,,,,,,,,,,,,,,,,,
8.00,FRANCA,352010 Igarapava,17.00,1.00,162.00,27.00,30.00,4.00,209.00,32.00,,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,352020 Igaratá,9.00,0.00,90.00,32.00,169.00,117.00,268.00,149.00,,,,,,,,,,,,,,,,,,,
12.00,REGISTRO,352030 Iguape,173.00,73.00,936.00,292.00,"1,677.00",765.00,"2,786.00","1,130.00",,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,352040 Ilhabela,316.00,75.00,"1,306.00",343.00,955.00,702.00,"2,577.00","1,120.00",,,,,,,,,,,,,,,,,,,
12.00,REGISTRO,352042 Ilha Comprida,40.00,23.00,163.00,82.00,293.00,201.00,496.00,306.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,352044 Ilha Solteira,16.00,2.00,36.00,6.00,42.00,5.00,94.00,13.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,352050 Indaiatuba,262.00,77.00,"1,294.00",439.00,"1,757.00",866.00,"3,313.00","1,382.00",,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,352060 Indiana,11.00,0.00,35.00,6.00,15.00,5.00,61.00,11.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352070 Indiaporã,1.00,0.00,15.00,2.00,18.00,3.00,34.00,5.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,352080 Inúbia Paulista,5.00,0.00,23.00,0.00,15.00,0.00,43.00,0.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,352090 Ipaussu,10.00,2.00,41.00,7.00,52.00,22.00,103.00,31.00,,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,352100 Iperó,63.00,3.00,218.00,15.00,335.00,53.00,616.00,71.00,,,,,,,,,,,,,,,,,,,
10.00,PIRACICABA,352110 Ipeúna,10.00,0.00,88.00,25.00,169.00,62.00,267.00,87.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352115 Ipiguá,32.00,4.00,52.00,5.00,29.00,1.00,113.00,10.00,,,,,,,,,,,,,,,,,,,
12.00,REGISTRO,352120 Iporanga,2.00,1.00,8.00,4.00,78.00,48.00,88.00,53.00,,,,,,,,,,,,,,,,,,,
8.00,FRANCA,352130 Ipuã,14.00,0.00,27.00,3.00,73.00,5.00,114.00,8.00,,,,,,,,,,,,,,,,,,,
10.00,PIRACICABA,352140 Iracemápolis,61.00,25.00,193.00,80.00,423.00,243.00,677.00,348.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352150 Irapuã,58.00,17.00,42.00,2.00,41.00,3.00,141.00,22.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,352160 Irapuru,16.00,7.00,34.00,9.00,30.00,5.00,80.00,21.00,,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,352170 Itaberá,1.00,0.00,16.00,1.00,87.00,36.00,104.00,37.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,352180 Itaí,13.00,2.00,56.00,7.00,292.00,72.00,361.00,81.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352190 Itajobi,33.00,7.00,140.00,17.00,232.00,57.00,405.00,81.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,352200 Itaju,36.00,31.00,113.00,49.00,202.00,143.00,351.00,223.00,,,,,,,,,,,,,,,,,,,
4.00,BAIXADA SANTISTA,352210 Itanhaém,80.00,37.00,413.00,163.00,"1,265.00",343.00,"1,758.00",543.00,,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,352215 Itaóca,0.00,0.00,0.00,0.00,5.00,1.00,5.00,1.00,,,,,,,,,,,,,,,,,,,
1.00,GRANDE SÃO PAULO,352220 Itapecerica da Serra,55.00,14.00,550.00,82.00,"1,265.00",305.00,"1,870.00",401.00,,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,352230 Itapetininga,676.00,153.00,"1,808.00",421.00,"1,934.00","1,136.00","4,418.00","1,710.00",,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,352240 Itapeva,30.00,2.00,233.00,52.00,931.00,267.00,"1,194.00",321.00,,,,,,,,,,,,,,,,,,,
1.00,GRANDE SÃO PAULO,352250 Itapevi,44.00,3.00,299.00,42.00,417.00,85.00,760.00,130.00,,,,,,,,,,,,,,,,,,,
14.00,SÃO JOÃO DA BOA VISTA,352260 Itapira,121.00,29.00,803.00,566.00,"1,146.00","1,107.00","2,070.00","1,702.00",,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,352265 Itapirapuã Paulista,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,,,,,,,,,,,,,,,,,,,
3.00,ARARAQUARA,352270 Itápolis,59.00,14.00,125.00,16.00,145.00,24.00,329.00,54.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,352280 Itaporanga,7.00,1.00,34.00,4.00,68.00,20.00,109.00,25.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,352290 Itapuí,19.00,0.00,118.00,8.00,298.00,74.00,435.00,82.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,352300 Itapura,2.00,0.00,20.00,3.00,10.00,4.00,32.00,7.00,,,,,,,,,,,,,,,,,,,
1.00,GRANDE SÃO PAULO,352310 Itaquaquecetuba,433.00,204.00,"1,764.00",596.00,"1,588.00",372.00,"3,785.00","1,172.00",,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,352320 Itararé,5.00,3.00,43.00,31.00,172.00,120.00,220.00,154.00,,,,,,,,,,,,,,,,,,,
12.00,REGISTRO,352330 Itariri,3.00,1.00,18.00,0.00,7.00,0.00,28.00,1.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,352340 Itatiba,444.00,261.00,"1,175.00",616.00,"1,575.00",835.00,"3,194.00","1,712.00",,,,,,,,,,,,,,,,,,,
6.00,BAURU,352350 Itatinga,8.00,2.00,48.00,9.00,102.00,20.00,158.00,31.00,,,,,,,,,,,,,,,,,,,
10.00,PIRACICABA,352360 Itirapina,15.00,0.00,70.00,23.00,190.00,136.00,275.00,159.00,,,,,,,,,,,,,,,,,,,
8.00,FRANCA,352370 Itirapuã,10.00,5.00,59.00,27.00,125.00,52.00,194.00,84.00,,,,,,,,,,,,,,,,,,,
14.00,SÃO JOÃO DA BOA VISTA,352380 Itobi,9.00,1.00,21.00,12.00,145.00,55.00,175.00,68.00,,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,352390 Itu,"1,677.00",858.00,"4,394.00","1,902.00","7,058.00","3,609.00","13,129.00","6,369.00",,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,352400 Itupeva,13.00,10.00,51.00,38.00,117.00,92.00,181.00,140.00,,,,,,,,,,,,,,,,,,,
8.00,FRANCA,352410 Ituverava,44.00,3.00,53.00,7.00,40.00,3.00,137.00,13.00,,,,,,,,,,,,,,,,,,,
5.00,BARRETOS,352420 Jaborandi,10.00,6.00,60.00,26.00,58.00,30.00,128.00,62.00,,,,,,,,,,,,,,,,,,,
13.00,RIBEIRÃO PRETO,352430 Jaboticabal,89.00,37.00,499.00,233.00,399.00,254.00,987.00,524.00,,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,352440 Jacareí,"4,902.00","2,803.00","11,295.00","6,258.00","14,510.00","7,523.00","30,707.00","16,584.00",,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352450 Jaci,8.00,3.00,36.00,4.00,39.00,4.00,83.00,11.00,,,,,,,,,,,,,,,,,,,
12.00,REGISTRO,352460 Jacupiranga,0.00,0.00,71.00,10.00,131.00,11.00,202.00,21.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,352470 Jaguariúna,345.00,102.00,"1,041.00",744.00,"2,405.00","1,779.00","3,791.00","2,625.00",,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352480 Jales,56.00,8.00,196.00,30.00,335.00,59.00,587.00,97.00,,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,352490 Jambeiro,20.00,4.00,53.00,4.00,184.00,53.00,257.00,61.00,,,,,,,,,,,,,,,,,,,
1.00,GRANDE SÃO PAULO,352500 Jandira,46.00,5.00,172.00,12.00,187.00,17.00,405.00,34.00,,,,,,,,,,,,,,,,,,,
13.00,RIBEIRÃO PRETO,352510 Jardinópolis,506.00,138.00,744.00,239.00,900.00,367.00,"2,150.00",744.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,352520 Jarinu,27.00,9.00,109.00,29.00,167.00,42.00,303.00,80.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,352530 Jaú,482.00,124.00,"1,494.00",366.00,"3,370.00",391.00,"5,346.00",881.00,,,,,,,,,,,,,,,,,,,
8.00,FRANCA,352540 Jeriquara,8.00,1.00,54.00,46.00,66.00,64.00,128.00,111.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,352550 Joanópolis,27.00,5.00,183.00,37.00,283.00,132.00,493.00,174.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,352560 João Ramalho,2.00,0.00,34.00,0.00,21.00,0.00,57.00,0.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352570 José Bonifácio,36.00,9.00,111.00,9.00,172.00,21.00,319.00,39.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,352580 Júlio Mesquita,5.00,1.00,11.00,3.00,1.00,0.00,17.00,4.00,,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,352585 Jumirim,3.00,0.00,14.00,0.00,18.00,0.00,35.00,0.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,352590 Jundiaí,521.00,410.00,"1,396.00","1,178.00","2,871.00","2,435.00","4,788.00","4,023.00",,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,352600 Junqueirópolis,12.00,1.00,26.00,6.00,26.00,5.00,64.00,12.00,,,,,,,,,,,,,,,,,,,
12.00,REGISTRO,352610 Juquiá,4.00,2.00,61.00,6.00,66.00,15.00,131.00,23.00,,,,,,,,,,,,,,,,,,,
1.00,GRANDE SÃO PAULO,352620 Juquitiba,7.00,5.00,46.00,33.00,118.00,83.00,171.00,121.00,,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,352630 Lagoinha,2.00,0.00,21.00,7.00,218.00,66.00,241.00,73.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,352640 Laranjal Paulista,17.00,1.00,45.00,6.00,41.00,23.00,103.00,30.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,352650 Lavínia,6.00,0.00,30.00,2.00,24.00,3.00,60.00,5.00,,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,352660 Lavrinhas,9.00,1.00,78.00,22.00,105.00,35.00,192.00,58.00,,,,,,,,,,,,,,,,,,,
10.00,PIRACICABA,352670 Leme,111.00,69.00,597.00,313.00,"1,362.00",767.00,"2,070.00","1,149.00",,,,,,,,,,,,,,,,,,,
6.00,BAURU,352680 Lençóis Paulista,183.00,57.00,487.00,118.00,962.00,448.00,"1,632.00",623.00,,,,,,,,,,,,,,,,,,,
10.00,PIRACICABA,352690 Limeira,944.00,219.00,"2,579.00",433.00,"1,732.00",696.00,"5,255.00","1,348.00",,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,352700 Lindóia,6.00,0.00,51.00,4.00,96.00,16.00,153.00,20.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,352710 Lins,136.00,17.00,231.00,22.00,187.00,19.00,554.00,58.00,,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,352720 Lorena,333.00,146.00,"1,404.00","1,095.00","1,251.00","1,184.00","2,988.00","2,425.00",,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,352725 Lourdes,6.00,0.00,20.00,0.00,16.00,3.00,42.00,3.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,352730 Louveira,34.00,13.00,134.00,66.00,354.00,230.00,522.00,309.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,352740 Lucélia,33.00,3.00,78.00,3.00,49.00,3.00,160.00,9.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,352750 Lucianópolis,3.00,3.00,31.00,30.00,18.00,17.00,52.00,50.00,,,,,,,,,,,,,,,,,,,
13.00,RIBEIRÃO PRETO,352760 Luís Antônio,10.00,1.00,37.00,1.00,89.00,5.00,136.00,7.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,352770 Luiziânia,0.00,0.00,7.00,3.00,13.00,10.00,20.00,13.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,352780 Lupércio,5.00,2.00,31.00,5.00,25.00,12.00,61.00,19.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,352790 Lutécia,4.00,0.00,16.00,2.00,10.00,0.00,30.00,2.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,352800 Macatuba,22.00,15.00,80.00,57.00,217.00,191.00,319.00,263.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352810 Macaubal,9.00,0.00,9.00,0.00,8.00,1.00,26.00,1.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352820 Macedônia,3.00,0.00,2.00,0.00,8.00,0.00,13.00,0.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352830 Magda,0.00,0.00,9.00,0.00,4.00,0.00,13.00,0.00,,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,352840 Mairinque,19.00,3.00,175.00,42.00,527.00,171.00,721.00,216.00,,,,,,,,,,,,,,,,,,,
1.00,GRANDE SÃO PAULO,352850 Mairiporã,315.00,88.00,"1,521.00","1,211.00","2,739.00",235.00,"4,575.00","1,534.00",,,,,,,,,,,,,,,,,,,
6.00,BAURU,352860 Manduri,92.00,34.00,99.00,74.00,265.00,246.00,456.00,354.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,352870 Marabá Paulista,6.00,1.00,17.00,2.00,33.00,13.00,56.00,16.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,352880 Maracaí,11.00,0.00,87.00,33.00,150.00,88.00,248.00,121.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352885 Marapoama,2.00,0.00,24.00,1.00,30.00,3.00,56.00,4.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,352890 Mariápolis,7.00,0.00,28.00,1.00,25.00,0.00,60.00,1.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,352900 Marília,"1,790.00","1,042.00","4,881.00","1,802.00","7,107.00","1,808.00","13,778.00","4,652.00",,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352910 Marinópolis,13.00,6.00,31.00,6.00,20.00,3.00,64.00,15.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,352920 Martinópolis,15.00,2.00,60.00,18.00,49.00,17.00,124.00,37.00,,,,,,,,,,,,,,,,,,,
3.00,ARARAQUARA,352930 Matão,86.00,24.00,440.00,88.00,796.00,255.00,"1,322.00",367.00,,,,,,,,,,,,,,,,,,,
1.00,GRANDE SÃO PAULO,352940 Mauá,385.00,98.00,"1,921.00",810.00,"3,726.00","2,344.00","6,032.00","3,252.00",,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352950 Mendonça,19.00,2.00,25.00,4.00,73.00,5.00,117.00,11.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352960 Meridiano,3.00,0.00,11.00,0.00,26.00,9.00,40.00,9.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,352965 Mesópolis,0.00,0.00,5.00,3.00,41.00,21.00,46.00,24.00,,,,,,,,,,,,,,,,,,,
8.00,FRANCA,352970 Miguelópolis,3.00,2.00,11.00,8.00,2.00,2.00,16.00,12.00,,,,,,,,,,,,,,,,,,,
6.00,BAURU,352980 Mineiros do Tietê,73.00,44.00,610.00,479.00,"1,400.00","1,109.00","2,083.00","1,632.00",,,,,,,,,,,,,,,,,,,
12.00,REGISTRO,352990 Miracatu,16.00,2.00,80.00,14.00,182.00,5.00,278.00,21.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353000 Mira Estrela,3.00,0.00,12.00,8.00,36.00,5.00,51.00,13.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,353010 Mirandópolis,55.00,19.00,97.00,12.00,109.00,22.00,261.00,53.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,353020 Mirante do Paranapanema,13.00,0.00,52.00,1.00,75.00,5.00,140.00,6.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353030 Mirassol,94.00,17.00,292.00,44.00,293.00,21.00,679.00,82.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353040 Mirassolândia,9.00,3.00,33.00,15.00,57.00,24.00,99.00,42.00,,,,,,,,,,,,,,,,,,,
14.00,SÃO JOÃO DA BOA VISTA,353050 Mococa,212.00,136.00,798.00,517.00,"1,333.00",818.00,"2,343.00","1,471.00",,,,,,,,,,,,,,,,,,,
1.00,GRANDE SÃO PAULO,353060 Mogi das Cruzes,468.00,150.00,"3,527.00",915.00,"5,483.00","1,263.00","9,478.00","2,328.00",,,,,,,,,,,,,,,,,,,
14.00,SÃO JOÃO DA BOA VISTA,353070 Mogi Guaçu,375.00,51.00,"1,259.00",181.00,573.00,322.00,"2,207.00",554.00,,,,,,,,,,,,,,,,,,,
14.00,SÃO JOÃO DA BOA VISTA,353080 Mogi Mirim,159.00,32.00,273.00,224.00,232.00,208.00,664.00,464.00,,,,,,,,,,,,,,,,,,,
10.00,PIRACICABA,353090 Mombuca,3.00,1.00,13.00,3.00,10.00,5.00,26.00,9.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353100 Monções,2.00,1.00,2.00,0.00,6.00,2.00,10.00,3.00,,,,,,,,,,,,,,,,,,,
4.00,BAIXADA SANTISTA,353110 Mongaguá,28.00,7.00,141.00,23.00,685.00,116.00,854.00,146.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,353120 Monte Alegre do Sul,1.00,1.00,12.00,1.00,49.00,16.00,62.00,18.00,,,,,,,,,,,,,,,,,,,
13.00,RIBEIRÃO PRETO,353130 Monte Alto,99.00,64.00,330.00,145.00,469.00,250.00,898.00,459.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353140 Monte Aprazível,17.00,5.00,54.00,16.00,59.00,7.00,130.00,28.00,,,,,,,,,,,,,,,,,,,
5.00,BARRETOS,353150 Monte Azul Paulista,312.00,261.00,207.00,162.00,164.00,149.00,683.00,572.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,353160 Monte Castelo,7.00,1.00,18.00,1.00,32.00,7.00,57.00,9.00,,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,353170 Monteiro Lobato,3.00,1.00,20.00,2.00,51.00,15.00,74.00,18.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,353180 Monte Mor,39.00,16.00,184.00,111.00,674.00,570.00,897.00,697.00,,,,,,,,,,,,,,,,,,,
8.00,FRANCA,353190 Morro Agudo,110.00,5.00,244.00,17.00,127.00,36.00,481.00,58.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,353200 Morungaba,26.00,9.00,103.00,22.00,160.00,45.00,289.00,76.00,,,,,,,,,,,,,,,,,,,
3.00,ARARAQUARA,353205 Motuca,2.00,1.00,5.00,0.00,13.00,5.00,20.00,6.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,353210 Murutinga do Sul,1.00,0.00,5.00,0.00,4.00,0.00,10.00,0.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,353215 Nantes,5.00,1.00,25.00,2.00,21.00,12.00,51.00,15.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,353220 Narandiba,10.00,0.00,29.00,0.00,27.00,0.00,66.00,0.00,,,,,,,,,,,,,,,,,,,
17.00,TAUBATÉ,353230 Natividade da Serra,6.00,0.00,15.00,1.00,64.00,21.00,85.00,22.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,353240 Nazaré Paulista,7.00,1.00,27.00,4.00,9.00,1.00,43.00,6.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353250 Neves Paulista,77.00,3.00,256.00,11.00,281.00,11.00,614.00,25.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353260 Nhandeara,4.00,1.00,27.00,4.00,29.00,6.00,60.00,11.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353270 Nipoã,3.00,1.00,10.00,1.00,1.00,0.00,14.00,2.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353280 Nova Aliança,22.00,1.00,30.00,3.00,53.00,5.00,105.00,9.00,,,,,,,,,,,,,,,,,,,
16.00,SOROCABA,353282 Nova Campina,3.00,0.00,3.00,2.00,22.00,14.00,28.00,16.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353284 Nova Canaã Paulista,1.00,0.00,7.00,0.00,5.00,0.00,13.00,0.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,353286 Nova Castilho,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,
3.00,ARARAQUARA,353290 Nova Europa,9.00,1.00,43.00,14.00,57.00,18.00,109.00,33.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353300 Nova Granada,83.00,4.00,78.00,11.00,83.00,9.00,244.00,24.00,,,,,,,,,,,,,,,,,,,
11.00,PRESIDENTE PRUDENTE,353310 Nova Guataporanga,2.00,0.00,14.00,8.00,13.00,5.00,29.00,13.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,353320 Nova Independência,18.00,1.00,34.00,4.00,30.00,6.00,82.00,11.00,,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353325 Novais,9.00,2.00,27.00,7.00,49.00,11.00,85.00,20.00,,,,,,,,,,,,,,,,,,,
2.00,ARAÇATUBA,353330 Nova Luzitânia,1.00,0.00,6.00,0.00,6.00,1.00,13.00,1.00,,,,,,,,,,,,,,,,,,,
7.00,CAMPINAS,353340 Nova Odessa,93.00,34.00,471.00,286.00,"1,339.00","1,080.00","1,903.00","1,400.00",,,,,,,,,,,,,,,,,,,
15.00,SÃO JOSÉ DO RIO PRETO,353350 Novo Horizonte,124.00,18.00,375.00,56.00,498.00,163.00,997.00,237.00,,,,,,,,,,,,,,,,,,,
8.00,FRANCA,353360 Nuporanga,27.00,18.00,70.00,31.00,91.00,49.00,188.00,98.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,353370 Ocauçu,31.00,13.00,52.00,9.00,69.00,16.00,152.00,38.00,,,,,,,,,,,,,,,,,,,
9.00,MARÍLIA,353380 Óleo,2.00,0.00,5.00,3.00,43.00,30.00,50.00,33.00,,,,,,,,,,,,,,,,,,,
