DRS_id,DRS,Janeiro Notificados,Janeiro Confirmados,Fevereiro Notificados,Fevereiro Confirmados,Março Notificados,Março Confirmados,Abril Notificados,Abril Confirmados,Maio Notificados,Maio Confirmados,Junho Notificados,Junho Confirmados,Julho Notificados,Julho Confirmados,Agosto Confirmados,Agosto Notificados,Setembro Confirmados,Setembro Notificados,Outubro Confirmados,Outubro Notificados,Novembro Confirmados,Novembro Notificados,Dezembro Confirmados,Total Notificados,Total Confirmados,id_municipio,nome_municipio
16,Sorocaba,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13,0,354350,Riversul
8,Franca,9,0,2,0,3,2,4,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,20,7,354360,Rifaina
3,Araraquara,4,0,12,4,253,141,378,245,96,47,20,11,4,2,2,5,2,16,2,20,0,17,4,842,460,354370,Rincão
9,Marília,8,3,33,21,221,155,449,349,216,175,29,24,5,0,3,0,0,0,0,12,0,15,1,1011,731,354380,Rinópolis
10,Piracicaba,177,9,123,15,177,55,478,140,346,92,144,19,140,5,2,152,1,116,8,120,1,132,2,2227,349,354390,Rio Claro
10,Piracicaba,6,0,4,1,9,1,5,1,51,4,23,0,8,0,0,4,1,6,0,0,0,2,0,125,8,354400,Rio das Pedras
1,São Paulo,0,0,3,0,1,0,10,1,7,0,9,0,4,0,0,1,0,6,0,6,0,3,0,53,1,354410,Rio Grande da Serra
15,São José do Rio Preto,46,9,93,49,343,198,261,125,103,42,18,4,9,3,0,6,0,3,0,3,0,6,1,896,431,354420,Riolândia
11,Presidente Prudente,21,3,9,1,33,8,228,112,520,248,285,106,215,75,43,87,13,103,9,135,31,100,20,1860,669,354425,Rosana
17,Taubaté,2,0,1,0,1,0,19,2,31,16,2,2,2,1,0,2,0,1,0,1,0,3,2,65,23,354430,Roseira
2,Araçatuba,0,0,0,0,12,10,24,23,26,25,6,5,10,10,1,3,3,9,5,22,17,13,13,126,112,354440,Rubiácea
15,São José do Rio Preto,24,22,10,5,41,33,22,15,4,2,1,1,1,0,0,0,0,0,0,2,0,1,0,106,78,354450,Rubinéia
6,Bauru,0,0,0,0,1,0,2,1,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,11,7,354460,Sabino
9,Marília,1,0,1,0,0,0,12,2,12,1,6,4,18,6,3,0,0,1,1,4,3,11,3,69,23,354470,Sagres
15,São José do Rio Preto,18,0,4,0,12,3,15,4,32,9,10,3,5,1,0,2,0,4,0,6,0,2,0,111,20,354480,Sales
8,Franca,5,1,7,1,8,4,4,3,4,3,9,7,5,3,1,11,1,41,13,21,3,27,8,145,48,354490,Sales Oliveira
1,São Paulo,1,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,1,0,2,0,0,0,9,0,354500,Salesópolis
9,Marília,0,0,1,0,6,4,10,5,27,16,18,11,11,6,2,11,1,11,1,25,14,23,17,157,77,354510,Salmourão
10,Piracicaba,10,0,22,4,39,11,84,37,89,27,35,2,24,1,0,18,1,15,0,9,0,7,0,369,83,354515,Saltinho
16,Sorocaba,66,3,37,9,163,68,396,181,582,223,303,76,169,17,2,63,3,64,0,63,2,63,0,2035,584,354520,Salto
16,Sorocaba,8,0,8,0,7,0,11,2,29,1,13,0,9,0,0,8,0,13,0,12,0,5,0,130,3,354530,Salto de Pirapora
9,Marília,4,0,2,0,6,2,32,12,80,37,55,21,34,10,4,4,0,3,0,10,7,29,19,266,112,354540,Salto Grande
11,Presidente Prudente,2,0,1,1,2,1,13,4,29,23,14,7,17,14,10,3,1,2,0,2,0,3,1,101,62,354550,Sandovalina
15,São José do Rio Preto,7,3,4,0,26,13,167,75,217,100,58,34,27,6,18,17,4,16,0,20,9,39,19,634,281,354560,Santa Adélia
15,São José do Rio Preto,8,7,48,44,252,230,174,160,128,121,20,19,3,3,4,11,3,1,0,4,2,2,0,657,593,354570,Santa Albertina
7,Campinas,135,36,235,120,1180,761,3136,2183,2799,1972,710,473,306,190,71,150,50,161,21,182,27,92,19,9217,5923,354580,Santa Bárbara d'Oeste
17,Taubaté,4,1,1,0,2,0,5,2,10,1,4,0,1,0,1,6,0,5,0,4,0,1,0,48,5,354600,Santa Branca
15,São José do Rio Preto,17,3,47,28,92,53,76,41,41,27,8,7,3,3,1,1,0,2,0,0,0,1,0,289,163,354610,Santa Clara d'Oeste
10,Piracicaba,0,0,0,0,0,0,3,2,14,5,6,1,1,0,0,2,0,1,0,1,0,1,0,29,8,354620,Santa Cruz da Conceição
13,Riberão Preto,0,0,0,0,2,0,4,2,4,2,4,2,2,2,0,0,0,0,0,0,0,3,2,19,10,354625,Santa Cruz da Esperança
14,São João da Boa Vista,3,0,4,0,9,4,61,41,69,49,22,10,15,4,3,6,1,0,0,2,1,7,1,207,114,354630,Santa Cruz das Palmeiras
9,Marília,11,4,13,4,45,29,754,423,1062,1036,273,269,61,55,10,28,6,19,1,24,2,27,8,2355,1847,354640,Santa Cruz do Rio Pardo
3,Araraquara,1,1,2,1,3,1,35,24,102,68,46,25,10,4,0,3,0,3,0,8,4,12,9,226,137,354650,Santa Ernestina
15,São José do Rio Preto,204,145,244,209,403,350,194,161,114,96,23,21,10,5,1,4,4,6,4,4,1,11,3,1221,1000,354660,Santa Fé do Sul
10,Piracicaba,32,1,12,3,94,46,276,120,326,108,99,20,52,7,0,30,0,25,0,28,1,30,1,1025,307,354670,Santa Gertrudes
1,São Paulo,5,0,5,0,7,4,29,9,102,21,40,4,13,0,1,4,0,5,0,1,0,1,0,219,39,354680,Santa Isabel
3,Araraquara,2,2,12,10,110,88,303,277,244,211,43,39,13,12,4,1,0,2,0,2,0,2,0,741,643,354690,Santa Lúcia
10,Piracicaba,0,0,1,1,3,2,6,4,2,1,1,1,1,0,0,2,1,2,0,0,0,0,0,18,10,354700,Santa Maria da Serra
11,Presidente Prudente,27,17,20,12,188,147,274,269,89,86,18,16,16,1,1,4,0,5,0,12,2,49,4,710,555,354710,Santa Mercedes
15,São José do Rio Preto,15,3,15,12,77,47,102,58,12,10,1,1,1,0,0,0,0,0,0,0,0,0,0,223,131,354720,Santana da Ponte Pensa
1,São Paulo,15,1,20,2,33,17,147,41,169,39,31,12,20,3,0,22,3,34,0,24,1,14,1,544,120,354730,Santana de Parnaíba
15,São José do Rio Preto,28,10,51,26,96,52,116,44,30,15,14,8,5,2,0,7,0,5,0,3,0,5,0,363,157,354740,Santa Rita d'Oeste
13,Riberão Preto,3,2,6,5,91,71,311,260,442,364,52,42,15,8,5,9,3,2,0,7,2,4,1,950,763,354750,Santa Rita do Passa Quatro
13,Riberão Preto,5,1,37,14,171,86,233,85,144,59,17,5,23,4,1,4,0,3,2,12,1,20,0,674,258,354760,Santa Rosa de Viterbo
15,São José do Rio Preto,38,13,93,51,239,146,147,57,44,10,8,3,18,1,0,2,0,4,0,1,0,1,0,600,281,354765,Santa Salete
11,Presidente Prudente,10,2,10,2,28,13,99,46,64,24,30,4,40,15,12,7,4,6,1,26,9,31,14,374,146,354770,Santo Anastácio
1,São Paulo,19,1,14,4,43,6,110,25,110,24,55,6,29,5,4,41,2,27,2,36,6,35,4,539,89,354780,Santo André
13,Riberão Preto,0,0,1,1,3,0,9,8,22,17,4,4,1,0,0,0,0,1,0,0,0,0,0,41,30,354790,Santo Antônio da Alegria
7,Campinas,3,0,1,0,18,4,62,39,190,97,83,32,31,3,0,6,1,9,0,4,1,11,0,422,177,354800,Santo Antônio de Posse
2,Araçatuba,56,41,160,119,233,202,8,4,2,1,1,0,4,1,0,0,0,3,0,2,0,6,0,475,368,354805,Santo Antônio do Aracanguá
14,São João da Boa Vista,0,0,0,0,1,0,8,2,10,0,4,0,3,0,0,0,0,0,0,0,0,0,0,26,2,354810,Santo Antônio do Jardim
17,Taubaté,1,0,1,0,0,0,0,0,2,0,3,1,1,0,0,1,0,1,0,0,0,0,0,10,1,354820,Santo Antônio do Pinhal
11,Presidente Prudente,1,0,0,0,9,6,106,75,149,122,19,11,3,1,0,0,0,2,0,2,0,18,10,313,225,354830,Santo Expedito
2,Araçatuba,77,27,61,30,63,39,36,35,24,23,9,9,9,9,0,0,0,0,0,2,2,0,0,282,174,354840,Santópolis do Aguapeí
4,Baixada Santista,74,17,102,19,139,36,187,31,556,73,254,46,208,30,26,156,25,201,32,186,36,196,12,2427,383,354850,Santos
17,Taubaté,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354860,São Bento do Sapucaí
1,São Paulo,58,1,31,1,94,16,215,35,224,48,94,3,64,2,0,45,3,57,2,30,0,38,2,982,113,354870,São Bernardo do Campo
1,São Paulo,6,0,9,0,24,1,47,6,74,11,22,1,17,0,1,8,1,10,0,10,0,12,0,244,21,354880,São Caetano do Sul
3,Araraquara,77,12,118,35,755,429,2066,965,1685,474,392,88,181,26,17,147,25,139,10,135,10,67,6,5897,2097,354890,São Carlos
15,São José do Rio Preto,32,9,81,35,200,102,122,73,42,14,11,3,4,1,0,2,0,2,0,1,0,3,0,501,237,354900,São Francisco
14,São João da Boa Vista,15,4,9,5,13,3,40,16,50,18,24,4,27,12,9,8,1,7,1,11,2,4,3,235,78,354910,São João da Boa Vista
15,São José do Rio Preto,1,0,0,0,10,4,44,27,29,19,3,1,2,1,0,1,1,0,0,0,0,0,0,90,53,354920,São João das Duas Pontes
15,São José do Rio Preto,135,87,70,48,50,29,25,13,6,1,0,0,3,0,0,0,0,0,0,2,1,1,0,292,179,354925,São João de Iracema
11,Presidente Prudente,7,1,2,0,29,24,122,81,65,59,16,12,3,3,4,1,1,2,1,1,0,4,4,256,190,354930,São João do Pau d'Alho
8,Franca,4,0,1,0,17,3,68,4,66,11,22,2,8,2,0,10,0,14,1,14,0,14,3,248,26,354940,São Joaquim da Barra
8,Franca,0,0,0,0,2,1,7,4,11,3,4,2,0,0,0,0,0,0,0,0,0,0,0,24,10,354950,São José da Bela Vista
17,Taubaté,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,354960,São José do Barreiro
14,São João da Boa Vista,1,1,2,2,18,17,132,79,205,99,40,29,41,15,1,20,2,4,0,0,0,6,4,485,249,354970,São José do Rio Pardo
15,São José do Rio Preto,"1,861",1035,2106,1356,4780,3359,7151,5122,5892,4166,2583,1605,1491,840,555,883,529,1052,627,915,518,993,555,30717,20267,354980,São José do Rio Preto
17,Taubaté,523,10,489,40,1031,215,1990,582,1728,405,1151,115,685,49,22,801,36,611,25,595,31,472,16,10704,1546,354990,São José dos Campos
1,São Paulo,0,0,0,0,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12,0,354995,São Lourenço da Serra
